index, Ar.x, Ar.y, Ag.x, Ag.y, InfR.x, InfR.y, InfG.x, InfG.y, Tr.x, Tr.y, Tg.x, Tg.y
1.0801, 1.80842,-0.11459, 0.67194,-1.24439, 0.29747,-0.25835, 0.70253,0.25835, 0.31730,-0.30526, 0.27864,0.69399
1.0851, 1.81238,-0.08188, 0.58455,-1.28775, 0.30527,-0.25139, 0.69473,0.25139, 0.32498,-0.29735, 0.23635,0.69871
1.0901, 1.81503,-0.04893, 0.49410,-1.32509, 0.31291,-0.24436, 0.68709,0.24436, 0.33248,-0.28940, 0.19459,0.70105
1.0951, 1.81634,-0.01580, 0.40098,-1.35618, 0.32039,-0.23725, 0.67961,0.23725, 0.33980,-0.28142, 0.15348,0.70107
1.1001, 1.81631,0.01746, 0.30564,-1.38079, 0.32772,-0.23008, 0.67228,0.23008, 0.34695,-0.27340, 0.11312,0.69888
1.1051, 1.81491,0.05080, 0.20851,-1.39876, 0.33489,-0.22284, 0.66511,0.22284, 0.35392,-0.26536, 0.07363,0.69456
1.1101, 1.81215,0.08415, 0.11005,-1.40993, 0.34192,-0.21555, 0.65808,0.21555, 0.36073,-0.25729, 0.03510,0.68821
1.1151, 1.80800,0.11747, 0.01075,-1.41417, 0.34881,-0.20821, 0.65119,0.20821, 0.36738,-0.24920, -0.00239,0.67992
1.1201, 1.80247,0.15068, -0.08891,-1.41142, 0.35556,-0.20081, 0.64444,0.20081, 0.37389,-0.24109, -0.03874,0.66981
1.1251, 1.79555,0.18375, -0.18843,-1.40160, 0.36218,-0.19337, 0.63782,0.19337, 0.38024,-0.23297, -0.07389,0.65796
1.1301, 1.78724,0.21660, -0.28732,-1.38472, 0.36868,-0.18589, 0.63132,0.18589, 0.38646,-0.22484, -0.10778,0.64449
1.1351, 1.77755,0.24917, -0.38505,-1.36079, 0.37505,-0.17837, 0.62495,0.17837, 0.39254,-0.21669, -0.14034,0.62950
1.1401, 1.76647,0.28141, -0.48112,-1.32986, 0.38131,-0.17081, 0.61869,0.17081, 0.39850,-0.20854, -0.17152,0.61309
1.1451, 1.75401,0.31326, -0.57502,-1.29203, 0.38746,-0.16322, 0.61254,0.16322, 0.40433,-0.20039, -0.20129,0.59537
1.1501, 1.74019,0.34465, -0.66625,-1.24744, 0.39351,-0.15560, 0.60649,0.15560, 0.41004,-0.19223, -0.22960,0.57644
1.1551, 1.72502,0.37552, -0.75430,-1.19626, 0.39945,-0.14795, 0.60055,0.14795, 0.41565,-0.18407, -0.25643,0.55641
1.1601, 1.70850,0.40582, -0.83869,-1.13869, 0.40530,-0.14028, 0.59470,0.14028, 0.42115,-0.17591, -0.28175,0.53538
1.1651, 1.69067,0.43548, -0.91893,-1.07497, 0.41106,-0.13258, 0.58894,0.13258, 0.42654,-0.16775, -0.30555,0.51345
1.1701, 1.67154,0.46444, -0.99457,-1.00540, 0.41673,-0.12487, 0.58327,0.12487, 0.43185,-0.15960, -0.32782,0.49072
1.1751, 1.65113,0.49265, -1.06516,-0.93029, 0.42233,-0.11713, 0.57767,0.11713, 0.43706,-0.15144, -0.34855,0.46728
1.1801, 1.62946,0.52004, -1.13027,-0.84999, 0.42785,-0.10938, 0.57215,0.10938, 0.44219,-0.14330, -0.36774,0.44323
1.1851, 1.60658,0.54656, -1.18951,-0.76489, 0.43330,-0.10162, 0.56670,0.10162, 0.44724,-0.13516, -0.38539,0.41866
1.1901, 1.58251,0.57214, -1.24251,-0.67541, 0.43868,-0.09383, 0.56132,0.09383, 0.45222,-0.12702, -0.40153,0.39366
1.1951, 1.55729,0.59674, -1.28891,-0.58199, 0.44401,-0.08604, 0.55599,0.08604, 0.45713,-0.11889, -0.41615,0.36832
1.2001, 1.53095,0.62029, -1.32840,-0.48513, 0.44928,-0.07824, 0.55072,0.07824, 0.46198,-0.11077, -0.42928,0.34271
1.2051, 1.50353,0.64275, -1.36071,-0.38531, 0.45450,-0.07042, 0.54550,0.07042, 0.46677,-0.10266, -0.44094,0.31693
1.2101, 1.47508,0.66405, -1.38560,-0.28307, 0.45968,-0.06260, 0.54032,0.06260, 0.47151,-0.09456, -0.45116,0.29103
1.2151, 1.44565,0.68415, -1.40285,-0.17895, 0.46482,-0.05477, 0.53518,0.05477, 0.47620,-0.08647, -0.45997,0.26510
1.2201, 1.41527,0.70301, -1.41230,-0.07354, 0.46992,-0.04694, 0.53008,0.04694, 0.48084,-0.07838, -0.46739,0.23920
1.2251, 1.38401,0.72056, -1.41384,0.03260, 0.47500,-0.03910, 0.52500,0.03910, 0.48545,-0.07031, -0.47346,0.21341
1.2301, 1.35191,0.73677, -1.40738,0.13885, 0.48005,-0.03125, 0.51995,0.03125, 0.49002,-0.06225, -0.47822,0.18777
1.2351, 1.31903,0.75159, -1.39290,0.24463, 0.48508,-0.02340, 0.51492,0.02340, 0.49457,-0.05419, -0.48170,0.16235
1.2401, 1.28544,0.76498, -1.37040,0.34930, 0.49009,-0.01555, 0.50991,0.01555, 0.49910,-0.04615, -0.48395,0.13721
1.2451, 1.25118,0.77690, -1.33995,0.45227, 0.49510,-0.00770, 0.50490,0.00770, 0.50360,-0.03811, -0.48501,0.11239
1.2501, 1.21634,0.78732, -1.30165,0.55291, 0.50010,0.00016, 0.49990,-0.00016, 0.50809,-0.03009, -0.48492,0.08794
1.2551, 1.18096,0.79619, -1.25567,0.65062, 0.50510,0.00801, 0.49490,-0.00801, 0.51258,-0.02208, -0.48372,0.06391
1.2601, 1.14511,0.80350, -1.20220,0.74479, 0.51011,0.01586, 0.48989,-0.01586, 0.51706,-0.01408, -0.48146,0.04034
1.2651, 1.10887,0.80921, -1.14150,0.83485, 0.51512,0.02372, 0.48488,-0.02372, 0.52154,-0.00609, -0.47819,0.01725
1.2701, 1.07231,0.81329, -1.07387,0.92022, 0.52015,0.03156, 0.47985,-0.03156, 0.52602,0.00189, -0.47395,-0.00530
1.2751, 1.03550,0.81572, -0.99965,1.00035, 0.52520,0.03941, 0.47480,-0.03941, 0.53052,0.00986, -0.46879,-0.02730
1.2801, 0.99852,0.81650, -0.91924,1.07471, 0.53028,0.04725, 0.46972,-0.04725, 0.53503,0.01782, -0.46275,-0.04872
1.2851, 0.96143,0.81558, -0.83307,1.14280, 0.53538,0.05509, 0.46462,-0.05509, 0.53957,0.02577, -0.45588,-0.06953
1.2901, 0.92432,0.81298, -0.74161,1.20417, 0.54052,0.06291, 0.45948,-0.06291, 0.54412,0.03370, -0.44823,-0.08970
1.2951, 0.88726,0.80868, -0.64538,1.25837, 0.54570,0.07074, 0.45430,-0.07074, 0.54871,0.04163, -0.43984,-0.10923
1.3001, 0.85033,0.80266, -0.54493,1.30501, 0.55093,0.07855, 0.44907,-0.07855, 0.55333,0.04954, -0.43076,-0.12809
1.3051, 0.81362,0.79494, -0.44084,1.34375, 0.55620,0.08635, 0.44380,-0.08635, 0.55799,0.05744, -0.42104,-0.14628
1.3101, 0.77721,0.78551, -0.33374,1.37427, 0.56153,0.09415, 0.43847,-0.09415, 0.56270,0.06533, -0.41070,-0.16378
1.3151, 0.74116,0.77438, -0.22426,1.39632, 0.56692,0.10193, 0.43308,-0.10193, 0.56745,0.07320, -0.39981,-0.18057
1.3201, 0.70558,0.76156, -0.11308,1.40969, 0.57237,0.10969, 0.42763,-0.10969, 0.57226,0.08106, -0.38840,-0.19667
1.3251, 0.67052,0.74707, -0.00089,1.41421, 0.57790,0.11744, 0.42210,-0.11744, 0.57712,0.08891, -0.37651,-0.21205
1.3301, 0.63609,0.73092, 0.11162,1.40980, 0.58349,0.12518, 0.41651,-0.12518, 0.58205,0.09674, -0.36419,-0.22672
1.3351, 0.60236,0.71313, 0.22373,1.39640, 0.58917,0.13289, 0.41083,-0.13289, 0.58705,0.10455, -0.35146,-0.24069
1.3401, 0.56940,0.69372, 0.33471,1.37404, 0.59493,0.14059, 0.40507,-0.14059, 0.59212,0.11235, -0.33838,-0.25394
1.3451, 0.53731,0.67274, 0.44383,1.34276, 0.60079,0.14826, 0.39921,-0.14826, 0.59727,0.12013, -0.32497,-0.26649
1.3501, 0.50615,0.65022, 0.55038,1.30272, 0.60673,0.15590, 0.39327,-0.15590, 0.60250,0.12789, -0.31127,-0.27833
1.3551, 0.47601,0.62618, 0.65363,1.25410, 0.61278,0.16352, 0.38722,-0.16352, 0.60783,0.13563, -0.29732,-0.28947
1.3601, 0.44696,0.60068, 0.75289,1.19714, 0.61894,0.17111, 0.38106,-0.17111, 0.61324,0.14334, -0.28315,-0.29993
1.3651, 0.41908,0.57375, 0.84747,1.13216, 0.62520,0.17867, 0.37480,-0.17867, 0.61875,0.15103, -0.26878,-0.30970
1.3701, 0.39243,0.54546, 0.93670,1.05953, 0.63158,0.18619, 0.36842,-0.18619, 0.62437,0.15870, -0.25426,-0.31881
1.3751, 0.36710,0.51585, 1.01993,0.97966, 0.63808,0.19367, 0.36192,-0.19367, 0.63009,0.16634, -0.23960,-0.32725
1.3801, 0.34315,0.48498, 1.09658,0.89303, 0.64471,0.20111, 0.35529,-0.20111, 0.63593,0.17395, -0.22484,-0.33504
1.3851, 0.32064,0.45292, 1.16607,0.80018, 0.65146,0.20850, 0.34854,-0.20850, 0.64189,0.18153, -0.21000,-0.34219
1.3901, 0.29964,0.41972, 1.22786,0.70168, 0.65836,0.21584, 0.34164,-0.21584, 0.64797,0.18907, -0.19511,-0.34872
1.3951, 0.28022,0.38546, 1.28149,0.59815, 0.66539,0.22313, 0.33461,-0.22313, 0.65418,0.19657, -0.18019,-0.35463
1.4001, 0.26242,0.35021, 1.32651,0.49027, 0.67257,0.23037, 0.32743,-0.23037, 0.66052,0.20404, -0.16526,-0.35995
1.4051, 0.24632,0.31405, 1.36255,0.37875, 0.67990,0.23754, 0.32010,-0.23754, 0.66701,0.21146, -0.15034,-0.36468
1.4101, 0.23194,0.27705, 1.38929,0.26432, 0.68739,0.24464, 0.31261,-0.24464, 0.67364,0.21883, -0.13546,-0.36885
1.4151, 0.21936,0.23929, 1.40647,0.14776, 0.69504,0.25167, 0.30496,-0.25167, 0.68042,0.22615, -0.12063,-0.37246
1.4201, 0.20860,0.20087, 1.41390,0.02987, 0.70285,0.25862, 0.29715,-0.25862, 0.68735,0.23341, -0.10586,-0.37553
1.4251, 0.19971,0.16186, 1.41144,-0.08854, 0.71083,0.26549, 0.28917,-0.26549, 0.69445,0.24062, -0.09118,-0.37808
1.4301, 0.19272,0.12237, 1.39904,-0.20663, 0.71899,0.27227, 0.28101,-0.27227, 0.70171,0.24776, -0.07660,-0.38013
1.4351, 0.18768,0.08247, 1.37670,-0.32356, 0.72732,0.27896, 0.27268,-0.27896, 0.70914,0.25483, -0.06213,-0.38168
1.4401, 0.18460,0.04227, 1.34452,-0.43850, 0.73584,0.28554, 0.26416,-0.28554, 0.71674,0.26183, -0.04779,-0.38276
1.4451, 0.18351,0.00186, 1.30263,-0.55059, 0.74455,0.29201, 0.25545,-0.29201, 0.72453,0.26874, -0.03359,-0.38338
1.4501, 0.18442,-0.03865, 1.25128,-0.65901, 0.75345,0.29837, 0.24655,-0.29837, 0.73251,0.27557, -0.01953,-0.38355
1.4551, 0.18735,-0.07917, 1.19076,-0.76295, 0.76255,0.30460, 0.23745,-0.30460, 0.74067,0.28231, -0.00563,-0.38330
1.4601, 0.19231,-0.11960, 1.12144,-0.86162, 0.77184,0.31070, 0.22816,-0.31070, 0.74903,0.28895, 0.00810,-0.38264
1.4651, 0.19930,-0.15984, 1.04375,-0.95424, 0.78134,0.31666, 0.21866,-0.31666, 0.75759,0.29548, 0.02166,-0.38158
1.4701, 0.20832,-0.19977, 0.95821,-1.04011, 0.79105,0.32247, 0.20895,-0.32247, 0.76635,0.30190, 0.03504,-0.38014
1.4751, 0.21936,-0.23930, 0.86540,-1.11852, 0.80096,0.32812, 0.19904,-0.32812, 0.77533,0.30820, 0.04823,-0.37834
1.4801, 0.23241,-0.27833, 0.76593,-1.18884, 0.81109,0.33360, 0.18891,-0.33360, 0.78451,0.31437, 0.06123,-0.37618
1.4851, 0.24744,-0.31674, 0.66051,-1.25049, 0.82143,0.33891, 0.17857,-0.33891, 0.79392,0.32040, 0.07403,-0.37369
1.4901, 0.26445,-0.35444, 0.54989,-1.30293, 0.83200,0.34402, 0.16800,-0.34402, 0.80354,0.32628, 0.08663,-0.37088
1.4951, 0.28339,-0.39132, 0.43485,-1.34570, 0.84277,0.34894, 0.15723,-0.34894, 0.81339,0.33201, 0.09902,-0.36776
1.5001, 0.30423,-0.42728, 0.31623,-1.37840, 0.85378,0.35365, 0.14622,-0.35365, 0.82347,0.33757, 0.11120,-0.36434
1.5051, 0.32693,-0.46222, 0.19491,-1.40072, 0.86500,0.35813, 0.13500,-0.35813, 0.83378,0.34295, 0.12318,-0.36065
1.5101, 0.35145,-0.49604, 0.07181,-1.41239, 0.87644,0.36238, 0.12356,-0.36238, 0.84433,0.34814, 0.13495,-0.35669
1.5151, 0.37774,-0.52864, -0.05215,-1.41325, 0.88811,0.36638, 0.11189,-0.36638, 0.85511,0.35313, 0.14650,-0.35247
1.5201, 0.40573,-0.55992, -0.17602,-1.40322, 0.90001,0.37012, 0.09999,-0.37012, 0.86613,0.35791, 0.15784,-0.34801
1.5251, 0.43537,-0.58979, -0.29882,-1.38228, 0.91212,0.37359, 0.08788,-0.37359, 0.87739,0.36247, 0.16897,-0.34332
1.5301, 0.46658,-0.61817, -0.41961,-1.35053, 0.92446,0.37677, 0.07554,-0.37677, 0.88890,0.36679, 0.17989,-0.33841
1.5351, 0.49931,-0.64496, -0.53740,-1.30813, 0.93701,0.37965, 0.06299,-0.37965, 0.90064,0.37086, 0.19060,-0.33329
1.5401, 0.53346,-0.67008, -0.65126,-1.25533, 0.94978,0.38222, 0.05022,-0.38222, 0.91263,0.37467, 0.20109,-0.32798
1.5451, 0.56896,-0.69345, -0.76024,-1.19249, 0.96277,0.38445, 0.03723,-0.38445, 0.92487,0.37819, 0.21138,-0.32248
1.5501, 0.60571,-0.71498, -0.86346,-1.12002, 0.97596,0.38634, 0.02404,-0.38634, 0.93734,0.38143, 0.22147,-0.31680
1.5551, 0.64363,-0.73462, -0.96003,-1.03843, 0.98936,0.38787, 0.01064,-0.38787, 0.95006,0.38435, 0.23135,-0.31096
1.5601, 0.68263,-0.75229, -1.04914,-0.94832, 1.00296,0.38902, -0.00296,-0.38902, 0.96302,0.38695, 0.24103,-0.30496
1.5651, 0.72259,-0.76793, -1.13001,-0.85035, 1.01676,0.38977, -0.01676,-0.38977, 0.97621,0.38920, 0.25052,-0.29881
1.5701, 0.76342,-0.78147, -1.20192,-0.74525, 1.03074,0.39012, -0.03074,-0.39012, 0.98964,0.39110, 0.25981,-0.29252
1.5751, 0.80501,-0.79287, -1.26422,-0.63383, 1.04490,0.39004, -0.04490,-0.39004, 1.00330,0.39262, 0.26891,-0.28610
1.5801, 0.84724,-0.80208, -1.31634,-0.51697, 1.05923,0.38951, -0.05923,-0.38951, 1.01718,0.39375, 0.27782,-0.27956
1.5851, 0.89001,-0.80905, -1.35776,-0.39558, 1.07372,0.38853, -0.07372,-0.38853, 1.03127,0.39447, 0.28655,-0.27290
1.5901, 0.93318,-0.81376, -1.38808,-0.27063, 1.08835,0.38706, -0.08835,-0.38706, 1.04558,0.39476, 0.29510,-0.26613
1.5951, 0.97665,-0.81616, -1.40695,-0.14314, 1.10313,0.38510, -0.10313,-0.38510, 1.06009,0.39459, 0.30347,-0.25927
1.6001, 1.02029,-0.81624, -1.41414,-0.01415, 1.11803,0.38263, -0.11803,-0.38263, 1.07479,0.39396, 0.31168,-0.25230
1.6051, 1.06398,-0.81399, -1.40951,0.11527, 1.13304,0.37962, -0.13304,-0.37962, 1.08967,0.39284, 0.31972,-0.24525
1.6101, 1.10759,-0.80938, -1.39300,0.24402, 1.14814,0.37607, -0.14814,-0.37607, 1.10473,0.39121, 0.32759,-0.23812
1.6151, 1.15098,-0.80242, -1.36468,0.37101, 1.16331,0.37195, -0.16331,-0.37195, 1.11994,0.38906, 0.33531,-0.23091
1.6201, 1.19404,-0.79310, -1.32470,0.49515, 1.17855,0.36724, -0.17855,-0.36724, 1.13530,0.38635, 0.34288,-0.22362
1.6251, 1.23664,-0.78145, -1.27332,0.61535, 1.19383,0.36194, -0.19383,-0.36194, 1.15079,0.38308, 0.35030,-0.21627
1.6301, 1.27864,-0.76748, -1.21090,0.73056, 1.20912,0.35601, -0.20912,-0.35601, 1.16638,0.37921, 0.35758,-0.20886
1.6351, 1.31992,-0.75121, -1.13790,0.83975, 1.22441,0.34946, -0.22441,-0.34946, 1.18207,0.37474, 0.36472,-0.20140
1.6401, 1.36034,-0.73268, -1.05489,0.94192, 1.23966,0.34225, -0.23966,-0.34225, 1.19784,0.36964, 0.37173,-0.19388
1.6451, 1.39979,-0.71192, -0.96250,1.03614, 1.25487,0.33438, -0.25487,-0.33438, 1.21365,0.36389, 0.37861,-0.18631
1.6501, 1.43814,-0.68899, -0.86150,1.12153, 1.26999,0.32582, -0.26999,-0.32582, 1.22949,0.35746, 0.38537,-0.17870
1.6551, 1.47525,-0.66393, -0.75270,1.19727, 1.28501,0.31658, -0.28501,-0.31658, 1.24533,0.35035, 0.39202,-0.17104
1.6601, 1.51102,-0.63681, -0.63700,1.26263, 1.29988,0.30662, -0.29988,-0.30662, 1.26115,0.34253, 0.39855,-0.16335
1.6651, 1.54532,-0.60769, -0.51540,1.31695, 1.31459,0.29594, -0.31459,-0.29594, 1.27692,0.33398, 0.40498,-0.15563
1.6701, 1.57804,-0.57666, -0.38893,1.35968, 1.32908,0.28454, -0.32908,-0.28454, 1.29260,0.32469, 0.41130,-0.14788
1.6751, 1.60906,-0.54379, -0.25870,1.39035, 1.34334,0.27239, -0.34334,-0.27239, 1.30817,0.31464, 0.41754,-0.14009
1.6801, 1.63829,-0.50917, -0.12584,1.40860, 1.35733,0.25949, -0.35733,-0.25949, 1.32358,0.30381, 0.42368,-0.13228
1.6851, 1.66560,-0.47290, 0.00846,1.41419, 1.37100,0.24583, -0.37100,-0.24583, 1.33881,0.29218, 0.42973,-0.12445
1.6901, 1.69092,-0.43508, 0.14299,1.40697, 1.38431,0.23141, -0.38431,-0.23141, 1.35381,0.27975, 0.43571,-0.11661
1.6951, 1.71414,-0.39582, 0.27652,1.38692, 1.39723,0.21623, -0.39723,-0.21623, 1.36854,0.26650, 0.44162,-0.10874
1.7001, 1.73517,-0.35523, 0.40782,1.35413, 1.40972,0.20027, -0.40972,-0.20027, 1.38297,0.25243, 0.44745,-0.10085
1.7051, 1.75394,-0.31343, 0.53568,1.30884, 1.42172,0.18354, -0.42172,-0.18354, 1.39704,0.23751, 0.45322,-0.09296
1.7101, 1.77037,-0.27054, 0.65888,1.25135, 1.43319,0.16605, -0.43319,-0.16605, 1.41071,0.22175, 0.45894,-0.08505
1.7151, 1.78439,-0.22670, 0.77625,1.18214, 1.44409,0.14779, -0.44409,-0.14779, 1.42393,0.20514, 0.46460,-0.07713
1.7201, 1.79595,-0.18204, 0.88665,1.10175, 1.45436,0.12878, -0.45436,-0.12878, 1.43666,0.18768, 0.47021,-0.06921
1.7251, 1.80497,-0.13669, 0.98900,1.01088, 1.46397,0.10902, -0.46397,-0.10902, 1.44883,0.16936, 0.47579,-0.06128
1.7301, 1.81143,-0.09080, 1.08229,0.91030, 1.47285,0.08852, -0.47285,-0.08852, 1.46039,0.15019, 0.48132,-0.05334
1.7351, 1.81528,-0.04451, 1.16557,0.80091, 1.48096,0.06730, -0.48096,-0.06730, 1.47129,0.13018, 0.48683,-0.04540
1.7401, 1.81649,0.00202, 1.23798,0.68367, 1.48824,0.04538, -0.48824,-0.04538, 1.48148,0.10932, 0.49231,-0.03746
1.7451, 1.81505,0.04865, 1.29876,0.55966, 1.49463,0.02278, -0.49463,-0.02278, 1.49088,0.08765, 0.49777,-0.02953
1.7501, 1.81092,0.09523, 1.34725,0.43003, 1.50010,-0.00047, -0.50010,0.00047, 1.49944,0.06516, 0.50321,-0.02159
1.7551, 1.80413,0.14159, 1.38290,0.29597, 1.50458,-0.02435, -0.50458,0.02435, 1.50710,0.04188, 0.50865,-0.01365
1.7601, 1.79466,0.18759, 1.40527,0.15876, 1.50801,-0.04883, -0.50801,0.04883, 1.51380,0.01783, 0.51408,-0.00572
1.7651, 1.78253,0.23307, 1.41408,0.01970, 1.51035,-0.07387, -0.51035,0.07387, 1.51947,-0.00695, 0.51951,0.00220
1.7701, 1.76776,0.27787, 1.40913,-0.11985, 1.51154,-0.09943, -0.51154,0.09943, 1.52404,-0.03245, 0.52494,0.01012
1.7751, 1.75039,0.32184, 1.39038,-0.25853, 1.51152,-0.12546, -0.51152,0.12546, 1.52745,-0.05862, 0.53039,0.01802
1.7801, 1.73046,0.36483, 1.35794,-0.39498, 1.51024,-0.15192, -0.51024,0.15192, 1.52964,-0.08542, 0.53586,0.02592
1.7851, 1.70802,0.40667, 1.31202,-0.52783, 1.50766,-0.17875, -0.50766,0.17875, 1.53054,-0.11281, 0.54135,0.03380
1.7901, 1.68312,0.44723, 1.25300,-0.65574, 1.50372,-0.20590, -0.50372,0.20590, 1.53009,-0.14073, 0.54686,0.04168
1.7951, 1.65584,0.48635, 1.18138,-0.77740, 1.49836,-0.23330, -0.49836,0.23330, 1.52821,-0.16912, 0.55241,0.04953
1.8001, 1.62626,0.52389, 1.09779,-0.89155, 1.49155,-0.26090, -0.49155,0.26090, 1.52486,-0.19793, 0.55800,0.05737
1.8051, 1.59446,0.55971, 1.00300,-0.99699, 1.48324,-0.28861, -0.48324,0.28861, 1.51996,-0.22708, 0.56362,0.06520
1.8101, 1.56054,0.59368, 0.89788,-1.09261, 1.47339,-0.31636, -0.47339,0.31636, 1.51346,-0.25651, 0.56930,0.07300
1.8151, 1.52461,0.62566, 0.78345,-1.17737, 1.46195,-0.34407, -0.46195,0.34407, 1.50529,-0.28612, 0.57503,0.08078
1.8201, 1.48676,0.65554, 0.66080,-1.25034, 1.44890,-0.37166, -0.44890,0.37166, 1.49542,-0.31584, 0.58083,0.08853
1.8251, 1.44714,0.68318, 0.53113,-1.31069, 1.43419,-0.39904, -0.43419,0.39904, 1.48378,-0.34557, 0.58668,0.09626
1.8301, 1.40586,0.70848, 0.39574,-1.35771, 1.41781,-0.42611, -0.41781,0.42611, 1.47032,-0.37522, 0.59261,0.10396
1.8351, 1.36305,0.73134, 0.25598,-1.39085, 1.39972,-0.45278, -0.39972,0.45278, 1.45502,-0.40467, 0.59861,0.11163
1.8401, 1.31887,0.75166, 0.11328,-1.40967, 1.37992,-0.47893, -0.37992,0.47893, 1.43781,-0.43381, 0.60469,0.11927
1.8451, 1.27347,0.76934, -0.03091,-1.41388, 1.35838,-0.50447, -0.35838,0.50447, 1.41869,-0.46254, 0.61086,0.12687
1.8501, 1.22698,0.78431, -0.17508,-1.40333, 1.33510,-0.52928, -0.33510,0.52928, 1.39761,-0.49072, 0.61711,0.13444
1.8551, 1.17959,0.79650, -0.31773,-1.37806, 1.31008,-0.55325, -0.31008,0.55325, 1.37457,-0.51823, 0.62347,0.14196
1.8601, 1.13144,0.80585, -0.45733,-1.33823, 1.28333,-0.57627, -0.28333,0.57627, 1.34954,-0.54493, 0.62992,0.14943
1.8651, 1.08272,0.81230, -0.59239,-1.28416, 1.25487,-0.59820, -0.25487,0.59820, 1.32253,-0.57069, 0.63649,0.15686
1.8701, 1.03359,0.81581, -0.72144,-1.21636, 1.22470,-0.61893, -0.22470,0.61893, 1.29355,-0.59536, 0.64316,0.16424
1.8751, 0.98424,0.81634, -0.84308,-1.13544, 1.19287,-0.63832, -0.19287,0.63832, 1.26260,-0.61880, 0.64995,0.17156
1.8801, 0.93485,0.81389, -0.95595,-1.04219, 1.15941,-0.65626, -0.15941,0.65626, 1.22971,-0.64084, 0.65686,0.17882
1.8851, 0.88558,0.80844, -1.05877,-0.93755, 1.12436,-0.67262, -0.12436,0.67262, 1.19492,-0.66134, 0.66390,0.18602
1.8901, 0.83664,0.79999, -1.15038,-0.82257, 1.08779,-0.68725, -0.08779,0.68725, 1.15828,-0.68014, 0.67107,0.19315
1.8951, 0.78820,0.78855, -1.22972,-0.69843, 1.04977,-0.70004, -0.04977,0.70004, 1.11984,-0.69708, 0.67838,0.20020
1.9001, 0.74046,0.77415, -1.29582,-0.56643, 1.01036,-0.71085, -0.01036,0.71085, 1.07968,-0.71199, 0.68583,0.20718
1.9051, 0.69358,0.75682, -1.34791,-0.42796, 0.96966,-0.71956, 0.03034,0.71956, 1.03788,-0.72473, 0.69342,0.21408
1.9101, 0.64776,0.73661, -1.38530,-0.28451, 0.92777,-0.72604, 0.07223,0.72604, 0.99454,-0.73512, 0.70117,0.22088
1.9151, 0.60317,0.71358, -1.40750,-0.13762, 0.88479,-0.73016, 0.11521,0.73016, 0.94978,-0.74300, 0.70907,0.22759
1.9201, 0.55999,0.68779, -1.41417,0.01109, 0.84084,-0.73181, 0.15916,0.73181, 0.90372,-0.74823, 0.71713,0.23420
1.9251, 0.51840,0.65934, -1.40514,0.15998, 0.79605,-0.73087, 0.20395,0.73087, 0.85650,-0.75066, 0.72535,0.24071
1.9301, 0.47856,0.62831, -1.38040,0.30739, 0.75057,-0.72723, 0.24943,0.72723, 0.80829,-0.75012, 0.73375,0.24709
